nom_producte,tipus_subproducte,preu_producte,url_producte,descripcio_producte
MELLTORP / TEODORES,"
        Mesa con 4 sillas",120€,https://www.ikea.com/es/es/p/melltorp-teodores-mesa-con-4-sillas-blanco-s79286033/,"
          Esta mesa se adapta a todo tipo de necesidades y gustos, desde los fans de lo minimalista hasta las familias que necesitan resistencia y durabilidad. Ponla en la cocina o el comedor. Su diseño sencillo combina bien con muchos estilos.
          "
INGATORP / INGOLF,"
        Mesa con 4 sillas,
          ",449€,https://www.ikea.com/es/es/p/ingatorp-ingolf-mesa-con-4-sillas-negro-negro-marron-s19297157/,
BYHOLMA,"
        Sillón","108,99€",https://www.ikea.com/es/es/p/byholma-sillon-gris-blanco-s39898271/,
MELLTORP / TEODORES,"
        Mesa y dos sillas,
          ",70€,https://www.ikea.com/es/es/p/melltorp-teodores-mesa-dos-sillas-blanco-naranja-claro-s99296899/,"
          Esta mesa se adapta a todo tipo de necesidades y gustos, desde los fans de lo minimalista hasta las familias que necesitan resistencia y durabilidad. Ponla en la cocina o el comedor. Su diseño sencillo combina bien con muchos estilos.
          "
YPPERLIG,"
        Sillón",69€,https://www.ikea.com/es/es/p/ypperlig-sillon-gunnared-gris-oscuro-80346578/,"
          Inspirada en las clásicas sillas de madera curvada, típicas de los cafés de Viena del siglo XIX. Hecha de una sola pieza, no requiere tornillos ni montaje. Tiene protección contra los rayos UV, por lo que puede usarse tanto en interiores como exteriores.
          "
EKEDALEN,"
        Silla",60€,https://www.ikea.com/es/es/p/ekedalen-silla-marron-oscuro-gunnared-verde-oscuro-s29265274/,"
          Gracias al asiento tapizado y al diseño curvo del respaldo, no querrás levantarte. Elige entre diferentes fundas, mételas en la lavadora cuando haga falta y, si quieres, cómpralas en más de un color para ir variando.
          "
VALLENTUNA,"
        Módulo asiento +respaldo",430€,https://www.ikea.com/es/es/p/vallentuna-modulo-asiento-respaldo-murum-blanco-s19277480/,
TOSSBERG,"
        Silla",179€,https://www.ikea.com/es/es/p/tossberg-silla-metal-gris-plata-finnsta-blanco-50400449/,"
          Una silla diseñada para sentarse a la mesa con la familia y amigos. La suavidad del relleno, el soporte lumbar y la estabilidad le proporcionan gran comodidad, incluso en largas sobremesas.
          "
LÅNGFJÄLL,"
        Silla de trabajo con reposabrazos",149€,https://www.ikea.com/es/es/p/langfjall-silla-trabajo-con-reposabrazos-gunnared-azul-blanco-s69252769/,"
          Sus suaves líneas curvas subrayadas por detalles cosidos en la tela se adaptan a tu cuerpo y gustan a la vista. Su mecanismo de inclinación y regulación de la altura está diseñado para durar muchos años de subidas y bajadas.
          "
TORSBY / VOLFGANG,"
        Mesa con 4 sillas",325€,https://www.ikea.com/es/es/p/torsby-volfgang-mesa-con-4-sillas-alto-brillo-blanco-bomstad-negro-s99251853/,
MELLTORP / MARIUS,"
        Mesa y 2 taburetes,
          ",38€,https://www.ikea.com/es/es/p/melltorp-marius-mesa-2-taburetes-blanco-negro-s99011764/,"
          Esta mesa se adapta a todo tipo de necesidades y gustos, desde los fans de lo minimalista hasta las familias que necesitan resistencia y durabilidad. Ponla en la cocina o el comedor. Su diseño sencillo combina bien con muchos estilos.
          "
EKEDALEN / EKEDALEN,"
        Mesa +2sillas+banco,
          ",348€,https://www.ikea.com/es/es/p/ekedalen-ekedalen-mesa-2sillas-banco-marron-oscuro-orrsta-gris-claro-s79221310/,
KOARP,"
        Sillón",139€,https://www.ikea.com/es/es/p/koarp-sillon-orrsta-azul-claro-negro-s99221743/,"
          Solo o con otros muebles, colorido o discreto, este sofá siempre resulta confortable e incorpora un práctico bolsillo de almacenaje oculto.
          "
KAUSTBY,"
        Silla",50€,https://www.ikea.com/es/es/p/kaustby-silla-tint-envj-40044196/,
GAMLEBY,"
        Mesa con 4 sillas,
          ","448,96€",https://www.ikea.com/es/es/p/gamleby-mesa-con-4-sillas-tinte-envejecido-claro-gris-s49007217/,
AGAM,"
        Silla alta para niños y niñas","39,99€",https://www.ikea.com/es/es/p/agam-silla-alta-ninos-ninas-blanco-90253535/,"
          Si tu hijo es demasiado mayor para una trona pero pequeño para una silla normal, opta por una silla júnior: suficientemente alta para llegar a la mesa y con sitio para poner los pies. Ideal para disfrutar comiendo y haciendo manualidades.
          "
MÖRBYLÅNGA / ODGER,"
        Mesa con 4 sillas,
          ",775€,https://www.ikea.com/es/es/p/morbylanga-odger-mesa-con-4-sillas-marron-blanco-beige-s99246098/,"
          La capa superior de roble macizo aporta a cada mesa un carácter único del que te sentirás orgulloso y con el que vivirás mucho tiempo. El aspecto de tabla se consigue con técnicas de producción modernas que emplean menos madera.
          "
POÄNG,"
        Mecedora",259€,https://www.ikea.com/es/es/p/poang-mecedora-chapa-abedul-robust-glose-marron-oscuro-s49861007/,"
          Un diseño sencillo e intemporal que sigue triunfando en nuestras tiendas después de 40 años. Como gusta a personas de todas las edades, lo hemos hecho en tamaño para adultos y niños. Además, puedes elegir entre un montón de fundas lavables.
          "
EKEDALEN,"
        Silla",60€,https://www.ikea.com/es/es/p/ekedalen-silla-roble-gunnared-verde-oscuro-s69265286/,"
          Gracias al asiento tapizado y al diseño curvo del respaldo, no querrás levantarte. Elige entre diferentes fundas, mételas en la lavadora cuando haga falta y, si quieres, cómpralas en más de un color para ir variando.
          "
TOSSBERG,"
        Silla",179€,https://www.ikea.com/es/es/p/tossberg-silla-metal-negro-gris-90435324/,"
          Una silla diseñada para sentarse a la mesa con la familia y amigos. La suavidad del relleno, el soporte lumbar y la estabilidad le proporcionan gran comodidad, incluso en largas sobremesas.
          "
SÖDERHAMN,"
        Chaiselongue",330€,https://www.ikea.com/es/es/p/soderhamn-chaiselongue-finnsta-turquesa-s79135746/,
TORSBY / LEIFARNE,"
        Mesa con 4 sillas,
          ","284,96€",https://www.ikea.com/es/es/p/torsby-leifarne-mesa-con-4-sillas-alto-brillo-blanco-blanco-s79161561/,
BERNHARD,"
        Taburete alto,
          ",179€,https://www.ikea.com/es/es/p/bernhard-taburete-alto-cromado-mjuk-rojo-oscuro-40404848/,
TROLLBERGET,"
        Soporte sentado/de pie",89€,https://www.ikea.com/es/es/p/trollberget-soporte-sentado-de-pie-glose-negro-80379347/,
SALTHOLMEN,"
        Silla jardín",20€,https://www.ikea.com/es/es/p/saltholmen-silla-jardin-plegable-beige-80311828/,
ESPNÄS,"
        Taburete, plegable","14,99€",https://www.ikea.com/es/es/p/espnas-taburete-plegable-negro-20341593/,
EKEDALEN / EKEDALEN,"
        Mesa y 6 sillas,
          ",499€,https://www.ikea.com/es/es/p/ekedalen-ekedalen-mesa-6-sillas-marron-orrsta-gris-claro-s19221450/,
INGO / FRODE,"
        Mesa con 4 sillas,
          ","188,96€",https://www.ikea.com/es/es/p/ingo-frode-mesa-con-4-sillas-pino-turquesa-s19932073/,
VEDBO,"
        Sillón con respaldo alto",299€,https://www.ikea.com/es/es/p/vedbo-sillon-con-respaldo-alto-gunnared-azul-40423583/,
TINGBY / LEIFARNE,"
        Mesa y 6 sillas,
          ","388,94€",https://www.ikea.com/es/es/p/tingby-leifarne-mesa-6-sillas-blanco-azul-claro-s29221195/,
POÄNG,"
        Sillón",129€,https://www.ikea.com/es/es/p/poang-sillon-negro-marron-hillared-antracita-s19197780/,
STORSELE,"
        Sillón con respaldo alto",99€,https://www.ikea.com/es/es/p/storsele-sillon-con-respaldo-alto-negro-ratan-20201682/,
IKEA PS 2012 / TEODORES,"
        Mesa y dos sillas",189€,https://www.ikea.com/es/es/p/ikea-ps-2012-teodores-mesa-dos-sillas-bambu-blanco-blanco-s89221475/,
STRANDMON,"
        Sillón orejero",179€,https://www.ikea.com/es/es/p/strandmon-sillon-orejero-nordvalla-rojo-40433247/,"
          La primera vez que introdujimos esta popular silla en el surtido fue en los años cincuenta. Casi 60 años después, la recuperamos con el mismo aspecto, comodidad y diseño artesanal. ¡Disfrútala!
          "
LYCKSELE LÖVÅS,"
        Sillón cama",169€,https://www.ikea.com/es/es/p/lycksele-lovas-sillon-cama-vallarum-fucsia-s59280843/,
KIVIK,"
        Chaiselongue",200€,https://www.ikea.com/es/es/p/kivik-chaiselongue-lejde-gris-negro-s49291738/,"
          Al tener los reposabrazos bajos y ser amplio y de espuma viscoelástica, un material que se adapta a la forma de tu cuerpo, en el sofá KIVIK disfrutarás de largas y cómodas horas de descanso y relax, solo o en compañía.
          "
LYCKSELE MURBO,"
        Sillón cama",219€,https://www.ikea.com/es/es/p/lycksele-murbo-sillon-cama-vallarum-fucsia-s69280847/,
NILSOVE,"
        Silla con reposabrazos",79€,https://www.ikea.com/es/es/p/nilsove-silla-con-reposabrazos-ratan-blanco-50434312/,"
          Este sillón de ratán y bambú ha sido trenzado a mano lo que lo hace único. Los reposabrazos te permiten sentarte cómodamente y disfrutar de largas sobremesas. Una buena forma de que la naturaleza entre en tu hogar.
          "
LYCKSELE HÅVET,"
        Sillón cama",269€,https://www.ikea.com/es/es/p/lycksele-havet-sillon-cama-vallarum-fucsia-s59280838/,
NORRÅKER,"
        Banco,
          ",79€,https://www.ikea.com/es/es/p/norraker-banco-abedul-60428990/,
EKTORP,"
        Sillón",209€,https://www.ikea.com/es/es/p/ektorp-sillon-lingbo-multicolor-s99257096/,"
          Nuestra querida serie EKTORP presenta un diseño intemporal y unos cojines de lo más mullidos y cómodos. Como las fundas son fáciles de poner y quitar, compra una de más (o dos) y cámbiala según tu estado de ánimo o la estación del año.
          "
OMTÄNKSAM,"
        Sillón",229€,https://www.ikea.com/es/es/p/omtanksam-sillon-orrsta-negro-azul-20400120/,"
          Hay momentos en la vida en los que necesitamos ayuda. La serie OMTÄNKSAM ha sido creada para facilitar la vida a las personas que lo necesitan y que puedan vivir de una forma más segura y autónoma.
          "
BUSKBO,"
        Sillón","148,99€",https://www.ikea.com/es/es/p/buskbo-sillon-ratan-djupvik-blanco-s79299016/,
TÄNKVÄRD,"
        Taburete","39,99€",https://www.ikea.com/es/es/p/tankvard-taburete-ratan-50429339/,
EKENÄS,"
        Sillón",229€,https://www.ikea.com/es/es/p/ekenas-sillon-hensta-marron-claro-00276664/,
POÄNG,"
        Sillón",189€,https://www.ikea.com/es/es/p/poang-sillon-chapa-abedul-robust-glose-marron-oscuro-s89829119/,"
          Un diseño sencillo e intemporal que sigue triunfando en nuestras tiendas después de 40 años. Como gusta a personas de todas las edades, lo hemos hecho en tamaño para adultos y niños. Además, puedes elegir entre un montón de fundas lavables.
          "
NORRÅKER,"
        Taburete,
          ","29,99€",https://www.ikea.com/es/es/p/norraker-taburete-abedul-00428974/,
TÄNKVÄRD,"
        Sillón",99€,https://www.ikea.com/es/es/p/tankvard-sillon-ratan-00429389/,
POÄNG,"
        Mecedora",199€,https://www.ikea.com/es/es/p/poang-mecedora-chapa-roble-tinte-blanco-hillared-antracita-s99286659/,
ALBACKEN,"
        Sillón",69€,https://www.ikea.com/es/es/p/albacken-sillon-ratan-natural-30430414/,"
          Con motivo de nuestro septuagésimo quinto aniversario hemos creado una colección especial recopilando algunos de nuestros clásicos. ¿Recuerdas en qué década lanzamos este producto?
          "
YPPERLIG / NILSOVE,"
        Mesa con 4 sillas,
          ",475€,https://www.ikea.com/es/es/p/ypperlig-nilsove-mesa-con-4-sillas-fresno-ratan-blanco-s69297292/,
HENRIKSDAL,"
        Silla con funda",59€,https://www.ikea.com/es/es/p/henriksdal-silla-con-funda-marron-oscuro-nykvarn-rojo-s09297092/,"
          Después de una comida larga y agradable, tranquiliza saber que las fundas se pueden lavar. Probablemente HENRIKSDAL es nuestra silla más cómoda. Cada vez que la uses te acordarás de lo agradable y relajante que resulta su asiento mullido.
          "
EKERÖ,"
        Sillón",129€,https://www.ikea.com/es/es/p/ekero-sillon-idekulla-azul-60402570/,
HENRIKSDAL,"
        Silla con funda",59€,https://www.ikea.com/es/es/p/henriksdal-silla-con-funda-blanco-djuparp-verde-s19297082/,"
          Después de una comida larga y agradable, tranquiliza saber que las fundas se pueden lavar. Probablemente HENRIKSDAL es nuestra silla más cómoda. Cada vez que la uses te acordarás de lo agradable y relajante que resulta su asiento mullido.
          "
BJURÅN,"
        Silla",69€,https://www.ikea.com/es/es/p/bjuran-silla-rojo-oscuro-40422442/,"
          Con motivo de nuestro septuagésimo quinto aniversario hemos creado una colección especial recopilando algunos de nuestros clásicos. ¿Recuerdas en qué década lanzamos este producto?
          "
LIDHULT,"
        Sillón",349€,https://www.ikea.com/es/es/p/lidhult-sillon-gassebol-azul-gris-s09256893/,
INGO / IVAR,"
        Mesa con 4 sillas,
          ",149€,https://www.ikea.com/es/es/p/ingo-ivar-mesa-con-4-sillas-pino-s49097350/,
INGATORP / INGOLF,"
        Mesa y 6 sillas,
          ",647€,https://www.ikea.com/es/es/p/ingatorp-ingolf-mesa-6-sillas-blanco-nordvalla-beige-s19280680/,
LÅNGFJÄLL,"
        Silla juntas con reposabrazos",119€,https://www.ikea.com/es/es/p/langfjall-silla-juntas-con-reposabrazos-gunnared-marron-rosa-claro-blanco-s89252589/,"
          Sus suaves líneas curvas subrayadas por detalles cosidos en la tela se adaptan a tu cuerpo y gustan a la vista. Su mecanismo de inclinación y regulación de la altura está diseñado para durar muchos años de subidas y bajadas.
          "
POÄNG,"
        Sillón",189€,https://www.ikea.com/es/es/p/poang-sillon-negro-marron-glose-robust-marron-oscuro-s59829125/,"
          Un diseño sencillo e intemporal que sigue triunfando en nuestras tiendas después de 40 años. Como gusta a personas de todas las edades, lo hemos hecho en tamaño para adultos y niños. Además, puedes elegir entre un montón de fundas lavables.
          "
LERHAMN,"
        Mesa con 4 sillas,
          ",259€,https://www.ikea.com/es/es/p/lerhamn-mesa-con-4-sillas-tinte-envejecido-claro-vittaryd-beige-s19007172/,
LÅNGFJÄLL,"
        Silla juntas con reposabrazos",139€,https://www.ikea.com/es/es/p/langfjall-silla-juntas-con-reposabrazos-gunnared-marron-rosa-claro-blanco-s69252646/,"
          Sus suaves líneas curvas subrayadas por detalles cosidos en la tela se adaptan a tu cuerpo y gustan a la vista. Su mecanismo de inclinación y regulación de la altura está diseñado para durar muchos años de subidas y bajadas.
          "
POÄNG,"
        Mecedora",199€,https://www.ikea.com/es/es/p/poang-mecedora-chapa-abedul-hillared-antracita-s39201026/,
SKOGSTA / NORRARYD,"
        Mesa y 6 sillas,
          ",803€,https://www.ikea.com/es/es/p/skogsta-norraryd-mesa-6-sillas-acacia-negro-s19246144/,
VIMLE,"
        Chaiselongue",460€,https://www.ikea.com/es/es/p/vimle-chaiselongue-gunnared-beige-s49298259/,"
          La serie de sofás VIMLE ofrece módulos que puedes combinar a tu gusto para personalizar la solución. Así, a medida que crezca la familia o la casa, puedes completar el sofá para que se adapte a las novedades.
          "
DELAKTIG,"
        Chaiselongue con reposabrazos",519€,https://www.ikea.com/es/es/p/delaktig-chaiselongue-con-reposabrazos-gunnared-gris-s49289472/,"
          La chaiselongue es ideal para dar una cabezadita o para ver relajadamente una película por la noche. El reposabrazos se puede fijar en el lado que prefieras.
          "
NORRÅKER,"
        Taburete alto,
          ",89€,https://www.ikea.com/es/es/p/norraker-taburete-alto-abedul-20429010/,"
          La sencillez del diseño escandinavo se hace presente en cada silla. Puedes elegir entre barniz incoloro o negro, o una mezcla de ambos. Está aprobada para su uso en espacios públicos, así que aguanta las embestidas de los niños más inquietos.
          "
FANBYN,"
        Sillón",69€,https://www.ikea.com/es/es/p/fanbyn-sillon-gris-s39284639/,
HENRIKSDAL,"
        Taburete con funda,
          ","69,99€",https://www.ikea.com/es/es/p/henriksdal-taburete-con-funda-marron-oscuro-djuparp-verde-s09297087/,"
          Después de una comida larga y agradable, tranquiliza saber que las fundas se pueden lavar. Probablemente HENRIKSDAL es nuestra silla más cómoda. Cada vez que la uses te acordarás de lo agradable y relajante que resulta su asiento mullido.
          "
POÄNG,"
        Mecedora",199€,https://www.ikea.com/es/es/p/poang-mecedora-negro-marron-hillared-beige-s29197925/,
HENRIKSDAL,"
        Silla",99€,https://www.ikea.com/es/es/p/henriksdal-silla-marron-oscuro-glose-negro-00380948/,
HENRIKSDAL,"
        Funda silla",20€,https://www.ikea.com/es/es/p/henriksdal-funda-silla-djuparp-verde-oscuro-90437912/,
LÅNGFJÄLL,"
        Silla de trabajo",149€,https://www.ikea.com/es/es/p/langfjall-silla-trabajo-gunnared-marron-rosa-claro-blanco-s99252541/,"
          Sus suaves líneas curvas subrayadas por detalles cosidos en la tela se adaptan a tu cuerpo y gustan a la vista. Su mecanismo de inclinación y regulación de la altura está diseñado para durar muchos años de subidas y bajadas.
          "
INGOLF,"
        Taburete alto,
          ",69€,https://www.ikea.com/es/es/p/ingolf-taburete-alto-tint-envj-90217811/,"
          La serie INGOLF queda igual de bien en la cocina que en el comedor, el dormitorio o el pasillo. Su construcción de madera maciza aguanta bien los golpes.
          "
SLÄHULT/DALSHULT / LEIFARNE,"
        Mesa con 4 sillas,
          ",435€,https://www.ikea.com/es/es/p/slahult-dalshult-leifarne-mesa-con-4-sillas-abedul-blanco-s19130501/,
VÅGSBERG / SPORREN,"
        Silla giratoria","69,99€",https://www.ikea.com/es/es/p/vagsberg-sporren-silla-giratoria-chapa-abedul-negro-s89006664/,
FÄRLÖV,"
        Sillón",449€,https://www.ikea.com/es/es/p/farlov-sillon-djuparp-beige-dorado-s69192394/,"
          Será tu mejor compañía en una noche de cine frente al televisor y el centro de atención de la habitación. Hemos pensado en todo, desde los cómodos cojines del asiento hasta los reposabrazos redondeados y las fundas suaves.
          "
JÄRVFJÄLLET,"
        Silla de trabajo",169€,https://www.ikea.com/es/es/p/jarvfjallet-silla-trabajo-gunnared-beige-70419952/,"
          La silla giratoria JÄRVFJÄLLET se adapta perfectamente a tu altura y contorno corporal gracias a la posibilidad de regular el reposacabezas, el soporte lumbar y la altura y fondo del asiento.
          "
GAMLARED / STEFAN,"
        Mesa y dos sillas",119€,https://www.ikea.com/es/es/p/gamlared-stefan-mesa-dos-sillas-tinte-envejecido-claro-negro-marron-s59221165/,"
          Un conjunto sencillo y sólido, ideal para zonas de comedor pequeñas. La madera maciza de pino resiste bien el paso del tiempo y las comidas y actividades de la familia.
          "
LIDHULT,"
        Chaiselongue",550€,https://www.ikea.com/es/es/p/lidhult-chaiselongue-gassebol-azul-gris-s09266118/,
RÅSKOG,"
        Taburete alto,
          ","29,99€",https://www.ikea.com/es/es/p/raskog-taburete-alto-beige-30308395/,
IKEA PS 2017,"
        Sillón",179€,https://www.ikea.com/es/es/p/ikea-ps-2017-sillon-rosa-azul-80362950/,
LANGUR,"
        Funda acolchada silla júnior",6€,https://www.ikea.com/es/es/p/langur-funda-acolchada-silla-junior-gris-50346985/,
EKEDALEN,"
        Taburete alto,
          ",69€,https://www.ikea.com/es/es/p/ekedalen-taburete-alto-marron-oscuro-orrsta-gris-claro-10400540/,
LERHAMN,"
        Silla",40€,https://www.ikea.com/es/es/p/lerhamn-silla-tinte-envejecido-claro-vittaryd-beige-20259423/,
VALLENTUNA,"
        Módulo asiento +respaldo",310€,https://www.ikea.com/es/es/p/vallentuna-modulo-asiento-respaldo-orrsta-gris-claro-s79277444/,
INDUSTRIELL,"
        Silla",79€,https://www.ikea.com/es/es/p/industriell-silla-pino-00394506/,
FANBYN,"
        Sillón",69€,https://www.ikea.com/es/es/p/fanbyn-sillon-gris-s19284640/,
LANDSKRONA,"
        Chaiselongue, módulo adicional",600€,https://www.ikea.com/es/es/p/landskrona-chaiselongue-modulo-adicional-grann-bomstad-verde-gris-metal-s09275735/,"
          Hemos utilizado un relleno de espuma de resiliencia para aportar comodidad, piel gruesa de flor en las zonas de contacto para darle un toque especial, y un tejido revestido muy duradero en el resto del mueble para mantener el precio bajo.
          "
POÄNG,"
        Mecedora",259€,https://www.ikea.com/es/es/p/poang-mecedora-negro-marron-glose-robust-marron-oscuro-s59900857/,"
          Un diseño sencillo e intemporal que sigue triunfando en nuestras tiendas después de 40 años. Como gusta a personas de todas las edades, lo hemos hecho en tamaño para adultos y niños. Además, puedes elegir entre un montón de fundas lavables.
          "
IKEA PS 1999,"
        Sillón",179€,https://www.ikea.com/es/es/p/ikea-ps-1999-sillon-orrsta-rojo-70430582/,"
          Con motivo de nuestro septuagésimo quinto aniversario hemos creado una colección especial recopilando algunos de nuestros clásicos. ¿Recuerdas en qué década lanzamos este producto?
          "
MELLTORP / LEIFARNE,"
        Mesa con 4 sillas,
          ","199,96€",https://www.ikea.com/es/es/p/melltorp-leifarne-mesa-con-4-sillas-blanco-rosa-s59220364/,"
          Esta mesa se adapta a todo tipo de necesidades y gustos, desde los fans de lo minimalista hasta las familias que necesitan resistencia y durabilidad. Ponla en la cocina o el comedor. Su diseño sencillo combina bien con muchos estilos.
          "
LANDSKRONA,"
        Sillón",499€,https://www.ikea.com/es/es/p/landskrona-sillon-grann-bomstad-blanco-madera-s69031805/,"
          Hemos utilizado un relleno de espuma de resiliencia para aportar comodidad, piel gruesa de flor en las zonas de contacto para darle un toque especial, y un tejido revestido muy duradero en el resto del mueble para mantener el precio bajo.
          "
LÅNGFJÄLL,"
        Silla sala de juntas",119€,https://www.ikea.com/es/es/p/langfjall-silla-sala-juntas-gunnared-marron-rosa-claro-blanco-s69252359/,"
          Sus suaves líneas curvas subrayadas por detalles cosidos en la tela se adaptan a tu cuerpo y gustan a la vista. Su mecanismo de inclinación y regulación de la altura está diseñado para durar muchos años de subidas y bajadas.
          "
TINGBY / NILSOVE,"
        Mesa con 4 sillas,
          ",465€,https://www.ikea.com/es/es/p/tingby-nilsove-mesa-con-4-sillas-blanco-ratan-blanco-s49297293/,
GLIVARP / BERNHARD,"
        Mesa y dos sillas,
          ",497€,https://www.ikea.com/es/es/p/glivarp-bernhard-mesa-dos-sillas-transparente-mjuk-blanco-s99259825/,"
          El tablero de cristal deja pasar la luz permitiendo que la mesa se funda con el espacio, incluso si es pequeño. Además, como no es muy pesada, se puede extender cómodamente para los invitados y el vidrio templado resulta fácil de limpiar.
          "
EKEDALEN / ODGER,"
        Mesa y 6 sillas,
          ",613€,https://www.ikea.com/es/es/p/ekedalen-odger-mesa-6-sillas-abedul-azul-s99229211/,
DELAKTIG,"
        Sillón plataforma",306€,https://www.ikea.com/es/es/p/delaktig-sillon-plataforma-gunnared-gris-s29289487/,"
          Añade una mesa e iluminación. Cambia el respaldo y quita el reposabrazos. Prueba una funda nueva. Con DELAKTIG la nueva plataforma diseñada por IKEA y Tom Dixon creas lo que quieres y a tu gusto.
          "
HENRIKSDAL,"
        Funda silla",20€,https://www.ikea.com/es/es/p/henriksdal-funda-silla-nykvarn-rojo-oscuro-70438564/,
FJÄLLBERGET,"
        Silla sala de juntas",179€,https://www.ikea.com/es/es/p/fjallberget-silla-sala-juntas-chapa-fresno-c-tinte-negro-gunnared-gris-oscuro-20396420/,
LISABO / LEIFARNE,"
        Mesa con 4 sillas,
          ",335€,https://www.ikea.com/es/es/p/lisabo-leifarne-mesa-con-4-sillas-chapa-fresno-azul-claro-s89130381/,
EKEDALEN,"
        Silla",60€,https://www.ikea.com/es/es/p/ekedalen-silla-blanco-gunnared-verde-oscuro-s09265270/,"
          Gracias al asiento tapizado y al diseño curvo del respaldo, no querrás levantarte. Elige entre diferentes fundas, mételas en la lavadora cuando haga falta y, si quieres, cómpralas en más de un color para ir variando.
          "
MÖRBYLÅNGA / BERNHARD,"
        Mesa con 4 sillas,
          ",1.095€,https://www.ikea.com/es/es/p/morbylanga-bernhard-mesa-con-4-sillas-chapa-roble-tinte-marron-mjuk-marron-dorado-s49290116/,
NORRARYD,"
        Silla",59€,https://www.ikea.com/es/es/p/norraryd-silla-rojo-80273096/,"
          El diseño se inspira en la tradición escandinava de emplear materiales y estilos sencillos. La suave curva del respaldo te abraza y brinda el apoyo que necesitas. Elige un solo color o combina varios.
          "
BJURSTA / BERNHARD,"
        Mesa con 4 sillas,
          ",765€,https://www.ikea.com/es/es/p/bjursta-bernhard-mesa-con-4-sillas-negro-marron-kavat-marron-oscuro-s29885556/,
NORRNÄS,"
        Silla",99€,https://www.ikea.com/es/es/p/norrnas-silla-blanco-isunda-gris-50185303/,"
          La base de cualquier buena conversación es una silla cómoda con un respaldo alto y curvo y un asiento acolchado. La silla NORRNÄS ofrece todo esto en un diseño sencillo típicamente escandinavo.
          "
EKEDALEN,"
        Funda silla",10€,https://www.ikea.com/es/es/p/ekedalen-funda-silla-gunnared-verde-oscuro-20377049/,
EKERÖ,"
        Sillón",149€,https://www.ikea.com/es/es/p/ekero-sillon-kimstad-negro-00406279/,
MELLTORP / NILSOVE,"
        Mesa y dos sillas,
          ",188€,https://www.ikea.com/es/es/p/melltorp-nilsove-mesa-dos-sillas-blanco-ratan-blanco-s29297294/,"
          Esta mesa se adapta a todo tipo de necesidades y gustos, desde los fans de lo minimalista hasta las familias que necesitan resistencia y durabilidad. Ponla en la cocina o el comedor. Su diseño sencillo combina bien con muchos estilos.
          "
RÖNNINGE,"
        Silla",79€,https://www.ikea.com/es/es/p/ronninge-silla-negro-10430863/,
LIDHULT,"
        Sillón",699€,https://www.ikea.com/es/es/p/lidhult-sillon-grann-bomstad-marron-dorado-s09257005/,
GAMLARED / LERHAMN,"
        Mesa y dos sillas",159€,https://www.ikea.com/es/es/p/gamlared-lerhamn-mesa-dos-sillas-tinte-envejecido-claro-negro-marron-vittaryd-beige-s79221169/,"
          Un conjunto sencillo y sólido, ideal para zonas de comedor pequeñas. La madera maciza de pino resiste bien el paso del tiempo y las comidas y actividades de la familia.
          "
KOARP,"
        Sillón",199€,https://www.ikea.com/es/es/p/koarp-sillon-farsta-marron-oscuro-negro-s59221698/,"
          Solo o con otros muebles, colorido o discreto, este sofá siempre resulta confortable e incorpora un práctico bolsillo de almacenaje oculto.
          "
LIDHULT,"
        Chaiselongue",1.100€,https://www.ikea.com/es/es/p/lidhult-chaiselongue-grann-bomstad-marron-dorado-s79266153/,
DELAKTIG,"
        Sillón",499€,https://www.ikea.com/es/es/p/delaktig-sillon-gunnared-gris-s49289448/,"
          Si quieres un sillón clásico, esta es tu combinación. Pero si te apetece sacar tu lado rebelde, cambia las fundas a los cojines de asiento según tu gusto y personaliza el sillón con reposabrazos y cojines para el cuello.
          "
IKEA PS 2012 / JANINGE,"
        Mesa con 4 sillas,
          ","268,96€",https://www.ikea.com/es/es/p/ikea-ps-2012-janinge-mesa-con-4-sillas-bambu-blanco-s69161482/,
INGATORP / INGATORP,"
        Mesa con 4 sillas,
          ",655€,https://www.ikea.com/es/es/p/ingatorp-ingatorp-mesa-con-4-sillas-blanco-s89252202/,"
          En esta mesa redonda todo el mundo se ve, y puedes hacerla más grande añadiendo una extensión. Es de estilo clásico y presenta detalles que le dan un toque especial, como las patas torneadas.
          "
TINGBY / LEIFARNE,"
        Mesa y 6 sillas,
          ","388,94€",https://www.ikea.com/es/es/p/tingby-leifarne-mesa-6-sillas-blanco-rosa-s69221198/,
SVENBERTIL,"
        Silla","39,99€",https://www.ikea.com/es/es/p/svenbertil-silla-negro-broringe-cromado-s69197693/,"
          Elige tu estructura inferior y asiento favoritos, o crea una divertida combinación alrededor de la mesa. Puedes obtener hasta 30 combinaciones de sillas diferentes. Resulta muy cómoda gracias a la forma del asiento y el respaldo.
          "
STOCKHOLM 2017,"
        Juego cojines para sillón",100€,https://www.ikea.com/es/es/p/stockholm-2017-juego-cojines-sillon-sandbacka-gris-oscuro-70344508/,
NILS,"
        Estructura taburete","29,99€",https://www.ikea.com/es/es/p/nils-estructura-taburete-negro-20140127/,
DELAKTIG,"
        Sillón +mesa auxiliar +lámpara",521€,https://www.ikea.com/es/es/p/delaktig-sillon-mesa-auxiliar-lampara-gunnared-gris-s49289453/,
GLIVARP / NISSE,"
        Mesa y dos sillas,
          ",239€,https://www.ikea.com/es/es/p/glivarp-nisse-mesa-dos-sillas-transparente-cromado-blanco-s29197379/,
