nom_producte,tipus_subproducte,preu_producte,url_producte,descripcio_producte
MÖRBYLÅNGA / BERNHARD,"
        Mesa con 4 sillas,
          ",1.095€,https://www.ikea.com/es/es/p/morbylanga-bernhard-mesa-con-4-sillas-chapa-roble-tinte-marron-mjuk-rojo-oscuro-s69290115/,
RYGGESTAD/GREBBESTAD / IVAR,"
        Mesa con 4 sillas,
          ",229€,https://www.ikea.com/es/es/p/ryggestad-grebbestad-ivar-mesa-con-4-sillas-negro-pino-s69102628/,
EKEDALEN / ODGER,"
        Mesa y dos sillas,
          ",237€,https://www.ikea.com/es/es/p/ekedalen-odger-mesa-dos-sillas-marron-oscuro-marron-s69221283/,"
          Una mesa duradera ideal para grandes celebraciones. Basta una persona para extenderla y deja mucho sitio para poner sillas, ya que las patas siempre quedan en las esquinas.
          "
MÖRBYLÅNGA / BERNHARD,"
        Mesa con 4 sillas,
          ",1.095€,https://www.ikea.com/es/es/p/morbylanga-bernhard-mesa-con-4-sillas-chapa-roble-tinte-marron-mjuk-rojo-oscuro-s69280710/,
EKEDALEN / LEIFARNE,"
        Mesa y dos sillas,
          ","178,98€",https://www.ikea.com/es/es/p/ekedalen-leifarne-mesa-dos-sillas-roble-blanco-s19221394/,"
          Una mesa duradera ideal para grandes celebraciones. Basta una persona para extenderla y deja mucho sitio para poner sillas, ya que las patas siempre quedan en las esquinas.
          "
EKEDALEN / SVENBERTIL,"
        Mesa con 4 sillas,
          ","328,96€",https://www.ikea.com/es/es/p/ekedalen-svenbertil-mesa-con-4-sillas-roble-negro-s99221413/,"
          Una mesa duradera ideal para grandes celebraciones. Basta una persona para extenderla y deja mucho sitio para poner sillas, ya que las patas siempre quedan en las esquinas.
          "
LISABO / SVENBERTIL,"
        Mesa con 4 sillas,
          ","258,96€",https://www.ikea.com/es/es/p/lisabo-svenbertil-mesa-con-4-sillas-negro-negro-s49252181/,"
          Estamos muy orgullosos de nuestra serie LISABO, que ha ganado el prestigioso premio internacional Red Dot Award por su diseño. Los productos que incluye son resistentes, duraderos y fáciles de montar, y ofrecen un aspecto ligero y artesanal.
          "
EKEDALEN / EKEDALEN,"
        Mesa y dos sillas,
          ",199€,https://www.ikea.com/es/es/p/ekedalen-ekedalen-mesa-dos-sillas-marron-orrsta-gris-claro-s19296879/,"
          Una mesa duradera ideal para grandes celebraciones. Basta una persona para extenderla y deja mucho sitio para poner sillas, ya que las patas siempre quedan en las esquinas.
          "
NORRÅKER / NORRARYD,"
        Mesa y dos sillas,
          ",197€,https://www.ikea.com/es/es/p/norraker-norraryd-mesa-dos-sillas-abedul-blanco-s69297268/,
EKEDALEN / LEIFARNE,"
        Mesa con 4 sillas,
          ","328,96€",https://www.ikea.com/es/es/p/ekedalen-leifarne-mesa-con-4-sillas-marron-oscuro-blanco-s49221298/,"
          Una mesa duradera ideal para grandes celebraciones. Basta una persona para extenderla y deja mucho sitio para poner sillas, ya que las patas siempre quedan en las esquinas.
          "
VÄSTANBY/VÄSTANÅ / LEIFARNE,"
        Mesa con 4 sillas,
          ","458,96€",https://www.ikea.com/es/es/p/vastanby-vastana-leifarne-mesa-con-4-sillas-marron-oscuro-blanco-s69130612/,
EKEDALEN / JANINGE,"
        Mesa y dos sillas,
          ","158,98€",https://www.ikea.com/es/es/p/ekedalen-janinge-mesa-dos-sillas-abedul-blanco-s09221455/,
SVENBERTIL,"
        Sillón",59€,https://www.ikea.com/es/es/p/svenbertil-sillon-negro-dietmar-blanco-s69259742/,"
          Elige tu estructura inferior y asiento favoritos, o crea una divertida combinación alrededor de la mesa. Puedes obtener hasta 30 combinaciones de sillas diferentes. Resulta muy cómoda gracias a la forma del asiento y el respaldo.
          "
EKEDALEN / LEIFARNE,"
        Mesa con 4 sillas,
          ","328,96€",https://www.ikea.com/es/es/p/ekedalen-leifarne-mesa-con-4-sillas-abedul-blanco-s39229841/,
EKEDALEN / BERNHARD,"
        Mesa con 4 sillas,
          ",765€,https://www.ikea.com/es/es/p/ekedalen-bernhard-mesa-con-4-sillas-blanco-mjuk-marron-dorado-s89280766/,
OPPEBY/BACKARYD / JANINGE,"
        Mesa con 4 sillas,
          ","268,96€",https://www.ikea.com/es/es/p/oppeby-backaryd-janinge-mesa-con-4-sillas-blanco-blanco-s49229826/,
VÄSTANBY/VÄSTANÅ / BERNHARD,"
        Mesa con 4 sillas,
          ",895€,https://www.ikea.com/es/es/p/vastanby-vastana-bernhard-mesa-con-4-sillas-marron-oscuro-kavat-blanco-s19103183/,
OPPEBY/BACKARYD / JANINGE,"
        Mesa con 4 sillas,
          ","268,96€",https://www.ikea.com/es/es/p/oppeby-backaryd-janinge-mesa-con-4-sillas-blanco-amarillo-s59161543/,
DOCKSTA / BERNHARD,"
        Mesa con 4 sillas,
          ",715€,https://www.ikea.com/es/es/p/docksta-bernhard-mesa-con-4-sillas-blanco-blanco-s29161479/,
EKEDALEN / LEIFARNE,"
        Mesa y dos sillas,
          ","178,98€",https://www.ikea.com/es/es/p/ekedalen-leifarne-mesa-dos-sillas-marron-blanco-s99221432/,
EKEDALEN / LEIFARNE,"
        Mesa con 4 sillas,
          ","328,96€",https://www.ikea.com/es/es/p/ekedalen-leifarne-mesa-con-4-sillas-abedul-blanco-s49221463/,
MÖRBYLÅNGA / BERNHARD,"
        Mesa con 4 sillas,
          ",1.095€,https://www.ikea.com/es/es/p/morbylanga-bernhard-mesa-con-4-sillas-chapa-roble-marron-s09280713/,"
          La capa superior de roble macizo aporta a cada mesa un carácter único del que te sentirás orgulloso y con el que vivirás mucho tiempo. El aspecto de tabla se consigue con técnicas de producción modernas que emplean menos madera.
          "
NORRÅKER / NORRARYD,"
        Mesa y dos sillas,
          ",197€,https://www.ikea.com/es/es/p/norraker-norraryd-mesa-dos-sillas-abedul-rojo-s59297264/,
